Depth,Well,Formation,GR,NPHI,RHOB,DTCO,DTSM,Environment
4943,K-1,Plover Fm,71.5795,14.2505,2.7695,61.565,105.5535,2
4943.5,K-1,Plover Fm,79.5065,14.0042,2.7576,66.046,110.6687,2
4944,K-1,Plover Fm,85.7404,15.2619,2.7217,66.6194,112.3507,2
4944.5,K-1,Plover Fm,71.7644,15.8509,2.7273,65.458,110.045,2
4945,K-1,Plover Fm,70.0798,12.2776,2.7126,64.5572,105.0758,2
4945.5,K-1,Plover Fm,51.198,11.2811,2.7468,61.9791,100.6607,2
4946,K-1,Plover Fm,60.9417,11.5451,2.7127,63.8539,105.5349,2
4946.5,K-1,Plover Fm,69.225,12.6542,2.7266,64.7443,105.5603,2
4947,K-1,Plover Fm,51.5283,9.7475,2.7086,60.7324,98.301,2
4947.5,K-1,Plover Fm,69.8513,13.965,2.693,68.6808,118.6704,2
4948,K-1,Plover Fm,100.4093,17.67,2.6843,72.6801,125.4196,2
4948.5,K-1,Plover Fm,87.3683,16.7594,2.7299,67.5387,113.8274,2
4949,K-1,Plover Fm,38.4902,10.3263,2.7215,61.6932,100.7788,2
4949.5,K-1,Plover Fm,66.16,7.8036,2.7128,60.1883,99.5994,2
4950,K-1,Plover Fm,78.573,12.7385,2.7325,65.5342,109.2566,2
4950.5,K-1,Plover Fm,98.1687,15.587,2.7234,69.9689,119.7174,2
4951,K-1,Plover Fm,66.202,18.5931,2.7184,65.9153,112.3566,2
4951.5,K-1,Plover Fm,64.8411,13.7236,2.7616,63.4324,106.266,2
4952,K-1,Plover Fm,54.8536,12.7145,2.7531,62.6828,103.6859,2
4952.5,K-1,Plover Fm,79.1406,13.3311,2.7429,67.0166,112.318,2
4953,K-1,Plover Fm,71.0972,13.2092,2.7187,63.5992,106.8363,2
4953.5,K-1,Plover Fm,82.5463,12.9474,2.7478,64.3545,107.974,2
4954,K-1,Plover Fm,83.1564,13.7383,2.6981,65.1283,107.1996,2
4954.5,K-1,Plover Fm,68.3326,12.589,2.716,64.8149,107.6649,2
4955,K-1,Plover Fm,62.8655,11.5929,2.738,62.8966,104.2785,2
4955.5,K-1,Plover Fm,75.583,12.6638,2.6938,64.3874,105.6911,2
4956,K-1,Plover Fm,60.7884,10.9599,2.7006,62.0871,103.2689,2
4956.5,K-1,Plover Fm,74.6407,12.1717,2.7694,64.1689,105.7057,2
4957,K-1,Plover Fm,73.0228,12.0339,2.7171,64.0582,105.3268,2
4957.5,K-1,Plover Fm,71.7602,12.7662,2.703,64.0465,106.1851,2
4958,K-1,Plover Fm,70.0477,12.8667,2.705,65.1493,107.3662,2
4958.5,K-1,Plover Fm,82.3112,12.4646,2.7053,64.5365,106.6885,2
4959,K-1,Plover Fm,83.8252,14.8248,2.7024,67.0712,111.9829,2
4959.5,K-1,Plover Fm,72.5882,13.7341,2.69,65.5191,110.5707,2
4960,K-1,Plover Fm,47.3697,8.8793,2.7356,58.8721,102.938,2
4960.5,K-1,Plover Fm,57.7843,11.5368,2.7386,63.7331,107.9808,2
4961,K-1,Plover Fm,55.9698,12.1488,2.7055,63.9503,105.7368,2
4961.5,K-1,Plover Fm,57.1599,11.1912,2.7143,63.0616,105.59,2
4962,K-1,Plover Fm,51.0584,9.8295,2.7064,62.4676,105.7407,2
4962.5,K-1,Plover Fm,26.0376,9.2578,2.7296,56.0497,101.3463,2
4963,K-1,Plover Fm,30.8568,6.8354,2.7215,58.6852,102.2452,2
4963.5,K-1,Plover Fm,41.9484,11.9497,2.7337,59.8085,107.611,2
4964,K-1,Plover Fm,39.6255,20.097,2.7026,68.4975,126.6258,2
4964.5,K-1,Plover Fm,36.641,25.9208,2.7052,71.4609,129.8818,2
4965,K-1,Plover Fm,24.5618,24.8027,2.7297,67.0577,124.0218,2
4965.5,K-1,Plover Fm,27.277,26.207,2.6967,69.3455,122.7829,2
4966,K-1,Plover Fm,26.7676,24.5114,2.7463,66.4422,118.6247,2
4966.5,K-1,Plover Fm,22.8965,25.8117,2.6965,68.3916,123.977,2
4967,K-1,Plover Fm,36.8811,24.9867,2.7174,65.9935,122.0163,2
4967.5,K-1,Plover Fm,28.469,22.9068,2.7413,65.9402,120.7105,2
4968,K-1,Plover Fm,28.0579,25.9383,2.7101,68.1314,121.9362,2
4968.5,K-1,Plover Fm,28.9184,25.5534,2.685,68.4977,125.5662,2
4969,K-1,Plover Fm,21.1691,26.8189,2.6764,68.2042,121.3254,2
4969.5,K-1,Plover Fm,11.6905,24.3582,2.692,65.3846,118.2958,2
4970,K-1,Plover Fm,17.6828,24.384,2.7538,62.8943,115.3766,2
4970.5,K-1,Plover Fm,20.5301,22.0685,2.8064,53.3003,97.5233,2
4971,K-1,Plover Fm,25.873,16.0763,2.9173,51.6446,92.8272,2
4971.5,K-1,Plover Fm,18.9147,17.2101,2.8885,51.189,91.8228,2
4972,K-1,Plover Fm,14.1703,19.5854,2.8438,52.8325,97.5352,2
4972.5,K-1,Plover Fm,23.7109,22.9814,2.7327,59.5169,109.2141,2
4973,K-1,Plover Fm,27.7749,24.7655,2.695,63.5153,117.8952,2
4973.5,K-1,Plover Fm,27.063,25.6168,2.6725,68.6747,123.6497,2
4974,K-1,Plover Fm,25.1668,25.9508,2.7001,67.8456,122.9222,2
4974.5,K-1,Plover Fm,26.7977,24.7599,2.7029,67.6716,124.8242,2
4975,K-1,Plover Fm,24.8528,25.2726,2.6843,69.4053,126.293,2
4975.5,K-1,Plover Fm,27.1716,26.4504,2.6763,69.6068,131.5471,2
4976,K-1,Plover Fm,31.2542,26.3285,2.7073,70.9039,128.5685,2
4976.5,K-1,Plover Fm,21.1369,27.1505,2.6881,68.6383,125.3574,2
4977,K-1,Plover Fm,23.8449,27.286,2.7201,65.4466,122.9492,2
4977.5,K-1,Plover Fm,24.5628,26.5562,2.7214,66.567,122.5302,2
4978,K-1,Plover Fm,26.9579,25.9182,2.7821,65.3116,121.1391,2
4978.5,K-1,Plover Fm,21.554,26.6335,2.7596,62.3637,119.224,2
4979,K-1,Plover Fm,23.284,24.8962,2.7719,58.3977,112.1744,2
4979.5,K-1,Plover Fm,33.567,24.7221,2.7448,60.4895,115.715,2
4980,K-1,Plover Fm,33.8364,25.1246,2.6823,72.5305,136.3156,2
4980.5,K-1,Plover Fm,27.3454,28.5119,2.7096,74.5653,137.1434,2
4981,K-1,Plover Fm,34.0677,27.325,2.6911,64.3108,119.0809,2
4981.5,K-1,Plover Fm,25.021,22.9022,2.6111,62.4481,114.0536,2
4982,K-1,Plover Fm,16.3794,24.1231,2.6863,61.2457,105.4398,2
4982.5,K-1,Plover Fm,22.8032,23.2826,2.7073,56.3701,100.8583,2
4983,K-1,Plover Fm,23.4093,21.5254,2.7524,58.9708,108.0452,2
4983.5,K-1,Plover Fm,24.2095,22.8871,2.7419,65.4579,116.0543,2
4984,K-1,Plover Fm,20.8133,23.8562,2.7502,63.0073,115.1745,2
4984.5,K-1,Plover Fm,29.5351,27.038,2.7824,62.3098,113.817,2
4985,K-1,Plover Fm,18.9666,25.2615,2.7208,64.5075,117.644,2
4985.5,K-1,Plover Fm,30.7822,24.0047,2.6605,67.2871,123.9781,2
4986,K-1,Plover Fm,30.4663,25.9278,2.7329,68.4377,124.7141,2
4986.5,K-1,Plover Fm,17.5351,28.914,2.7132,68.6633,125.1457,2
4987,K-1,Plover Fm,32.0401,27.4787,2.7157,68.2265,120.7333,2
4987.5,K-1,Plover Fm,20.9884,25.9504,2.7247,65.943,121.1271,2
4988,K-1,Plover Fm,26.633,24.924,2.6922,65.3316,120.2797,2
4988.5,K-1,Plover Fm,34.1266,23.647,2.6761,65.674,120.4687,2
4989,K-1,Plover Fm,28.6358,26.8011,2.7382,64.9787,118.3686,2
4989.5,K-1,Plover Fm,31.8425,25.2221,2.7144,65.5798,120.4021,2
4990,K-1,Plover Fm,34.2115,25.3576,2.7319,64.4017,119.1163,2
4990.5,K-1,Plover Fm,34.1318,24.279,2.7606,64.3157,117.3498,2
4991,K-1,Plover Fm,30.2216,24.1033,2.5781,67.2163,124.4465,2
4991.5,K-1,Plover Fm,21.557,24.9379,2.5974,67.0993,124.8618,2
4992,K-1,Plover Fm,27.409,24.1602,2.7082,68.5712,123.1231,2
4992.5,K-1,Plover Fm,22.51,22.576,2.6928,71.7649,128.4861,2
4993,K-1,Plover Fm,34.3588,22.5828,2.6952,61.3661,120.1564,2
4993.5,K-1,Plover Fm,28.6358,22.8311,2.7484,65.0981,121.5794,2
4994,K-1,Plover Fm,34.7357,23.9675,2.8072,68.4357,127.5955,2
4994.5,K-1,Plover Fm,30.6778,23.9437,2.7344,74.9579,132.2816,2
4995,K-1,Plover Fm,26.6106,24.1845,2.7712,69.2083,124.443,2
4995.5,K-1,Plover Fm,25.729,23.6727,2.8279,62.6707,115.8464,2
4996,K-1,Plover Fm,23.8784,22.8763,2.8276,62.4553,116.6127,2
4996.5,K-1,Plover Fm,28.3664,26.1644,2.7855,67.8867,121.2158,2
4997,K-1,Plover Fm,36.6928,26.059,2.7318,69.5698,124.774,2
4997.5,K-1,Plover Fm,44.7973,29.3645,2.7796,68.4552,124.1426,2
4998,K-1,Plover Fm,44.7354,34.7394,2.8464,70.4551,128.0339,2
4998.5,K-1,Plover Fm,50.2288,36.7441,2.8654,69.1213,123.4957,2
4999,K-1,Plover Fm,28.2578,32.9967,2.8555,64.4893,105.4061,2
4999.5,K-1,Plover Fm,32.1738,23.0322,2.7319,70.3565,107.533,2
5000,K-1,Plover Fm,61.3474,16.151,2.63,75.4959,118.5995,2
5000.5,K-1,Plover Fm,61.091,15.7763,2.5338,70.4815,115.167,2
5001,K-1,Plover Fm,81.0929,19.3327,2.6685,71.7014,115.8232,2
5001.5,K-1,Plover Fm,83.5197,15.4844,2.5365,65.5757,108.2527,2
5002,K-1,Plover Fm,17.0659,5.4037,2.3122,64.9194,104.3244,2
5002.5,K-1,Plover Fm,18.5085,5.2244,2.3324,68.7508,105.8525,2
5003,K-1,Plover Fm,16.9573,4.9634,2.3214,68.5364,106.2994,2
5003.5,K-1,Plover Fm,11.8412,5.0445,2.3065,68.9294,105.2851,2
5004,K-1,Plover Fm,17.3094,4.3975,2.3315,69.613,106.7692,2
5004.5,K-1,Plover Fm,10.005,4.2142,2.302,68.1974,106.1574,2
5005,K-1,Plover Fm,17.7536,4.423,2.3535,66.7921,105.8975,2
5005.5,K-1,Plover Fm,23.4352,5.9358,2.3746,68.7976,107.166,2
5006,K-1,Plover Fm,29.5396,7.3089,2.4025,67.9337,106.3382,2
5006.5,K-1,Plover Fm,29.5814,8.0499,2.4749,67.1672,105.8689,2
5007,K-1,Plover Fm,53.6962,9.1643,2.5166,64.7267,100.9038,2
5007.5,K-1,Plover Fm,28.356,9.6577,2.5073,60.8986,98.0686,2
5008,K-1,Plover Fm,60.7265,11.9421,2.4919,63.7867,99.7604,2
5008.5,K-1,Plover Fm,47.0921,13.6396,2.3925,65.3346,101.4508,2
5009,K-1,Plover Fm,84.9428,14.9417,2.3924,66.4947,103.4018,2
5009.5,K-1,Plover Fm,79.7248,16.8693,2.4245,70.1013,106.9381,2
5010,K-1,Plover Fm,50.7181,14.8226,2.4284,70.5241,113.1106,2
5010.5,K-1,Plover Fm,47.9724,11.7305,2.5428,70.4433,111.9655,2
5011,K-1,Plover Fm,34.7332,11.0035,2.5261,68.624,107.0373,2
5011.5,K-1,Plover Fm,71.777,11.44,2.5734,63.3149,97.8484,2
5012,K-1,Plover Fm,64.5024,13.2607,2.5618,63.4403,101.1816,2
5012.5,K-1,Plover Fm,53.2563,12.7185,2.5132,61.8067,99.1208,2
5013,K-1,Plover Fm,54.1674,14.0305,2.5091,65.2319,104.2144,2
5013.5,K-1,Plover Fm,60.5448,13.1468,2.5133,64.4977,104.633,2
5014,K-1,Plover Fm,60.451,15.1099,2.5517,67.2128,106.9047,2
5014.5,K-1,Plover Fm,79.155,15.6959,2.4929,65.6777,103.3139,2
5015,K-1,Plover Fm,53.4743,13.2109,2.4934,66.6087,105.9787,2
5015.5,K-1,Plover Fm,41.5044,12.0313,2.5177,67.3016,107.42,4
5016,K-1,Plover Fm,38.8614,10.1666,2.5347,65.6023,104.0024,4
5016.5,K-1,Plover Fm,39.8188,9.9966,2.4864,66.4767,102.308,4
5017,K-1,Plover Fm,48.3274,15.5445,2.7043,60.3947,93.9684,4
5017.5,K-1,Plover Fm,37.3245,18.3989,2.8161,59.4867,108.4209,4
5018,K-1,Plover Fm,50.3702,25.6379,2.7258,59.0208,104.5218,4
5018.5,K-1,Plover Fm,71.2526,14.5856,2.5861,61.1095,108.4769,4
5019,K-1,Plover Fm,63.2073,23.7402,2.6447,60.4801,105.8623,4
5019.5,K-1,Plover Fm,78.0116,29.7197,2.6981,72.1719,132.2825,4
5020,K-1,Plover Fm,52.8264,15.5752,2.7309,67.6943,118.72,4
5020.5,K-1,Plover Fm,18.2223,11.0041,2.3843,63.8866,98.9521,4
5021,K-1,Plover Fm,33.7576,12.4015,2.3774,70.5836,109.659,4
5021.5,K-1,Plover Fm,20.5452,12.7489,2.4246,68.1715,110.5763,4
5022,K-1,Plover Fm,17.5549,10.4789,2.4382,65.1952,102.6774,4
5022.5,K-1,Plover Fm,17.6502,10.9125,2.4313,65.0165,103.185,4
5023,K-1,Plover Fm,21.8493,10.6981,2.4495,65.2843,101.3652,4
5023.5,K-1,Plover Fm,19.2999,11.0842,2.4479,66.2055,102.9328,4
5024,K-1,Plover Fm,24.4563,10.9924,2.4455,66.5571,101.3946,4
5024.5,K-1,Plover Fm,27.9849,9.4403,2.4585,66.4564,101.9675,4
5025,K-1,Plover Fm,24.6074,7.6062,2.3616,68.5101,105.8866,4
5025.5,K-1,Plover Fm,17.838,10.6733,2.3856,68.5391,109.4644,4
5026,K-1,Plover Fm,21.2299,12.2922,2.3791,68.6905,109.3604,4
5026.5,K-1,Plover Fm,16.7595,11.7172,2.3863,68.9794,108.0664,4
5027,K-1,Plover Fm,28.9499,11.6986,2.4149,68.6203,107.5374,4
5027.5,K-1,Plover Fm,24.6446,11.2518,2.3925,69.5384,109.0783,4
5028,K-1,Plover Fm,18.335,9.6629,2.3506,70.6672,109.9216,4
5028.5,K-1,Plover Fm,19.6362,12.6093,2.3613,70.3173,109.4321,4
5029,K-1,Plover Fm,25.0635,12.3753,2.4702,66.0608,101.8297,4
5029.5,K-1,Plover Fm,32.4412,12.5226,2.4046,67.2701,104.729,4
5030,K-1,Plover Fm,15.4402,12.9548,2.3839,68.7724,106.8688,4
5030.5,K-1,Plover Fm,29.8621,11.3978,2.4328,66.7312,103.7267,4
5031,K-1,Plover Fm,38.5999,13.7951,2.4251,68.3159,106.4742,4
5031.5,K-1,Plover Fm,23.4204,11.8976,2.4293,66.5726,103.6595,4
5032,K-1,Plover Fm,24.5522,8.9407,2.5109,63.2451,94.4806,4
5032.5,K-1,Plover Fm,75.6165,13.3879,2.5741,63.8862,99.3505,4
5033,K-1,Plover Fm,86.8416,13.5119,2.5421,66.3426,104.317,4
5033.5,K-1,Plover Fm,51.5313,13.1959,2.5399,65.2569,100.4229,4
5034,K-1,Plover Fm,54.0109,11.5246,2.5334,63.012,99.905,4
5034.5,K-1,Plover Fm,48.8056,12.0701,2.5511,63.509,99.3008,4
5035,K-1,Plover Fm,83.9085,14.2604,2.6204,61.4462,97.5427,4
5035.5,K-1,Plover Fm,47.6166,12.4087,2.5079,62.8151,101.0726,4
5036,K-1,Plover Fm,62.8866,12.3549,2.5117,66.8521,106.2821,4
5036.5,K-1,Plover Fm,28.4501,11.4589,2.5073,63.6757,98.9729,4
5037,K-1,Plover Fm,20.4776,10.5628,2.5028,64.822,96.6783,4
5037.5,K-1,Plover Fm,49.6973,9.1862,2.551,62.9207,95.3218,4
5038,K-1,Plover Fm,45.6344,10.3818,2.5147,65.6657,98.4156,4
5038.5,K-1,Plover Fm,44.3898,13.3683,2.5157,61.6615,100.6244,4
5039,K-1,Plover Fm,46.3805,12.1059,2.5373,65.0975,110.888,4
5039.5,K-1,Plover Fm,41.7282,13.4404,2.5353,64.6828,107.3586,4
5040,K-1,Plover Fm,48.3204,11.1279,2.5313,67.529,107.1106,4
5040.5,K-1,Plover Fm,59.7314,12.7038,2.5426,63.3195,101.7449,4
5041,K-1,Plover Fm,47.5558,13.2741,2.531,63.2027,100.7361,4
5041.5,K-1,Plover Fm,69.3382,11.5665,2.577,62.7519,102.0133,4
5042,K-1,Plover Fm,73.8815,11.9126,2.5443,64.2921,105.2221,4
5042.5,K-1,Plover Fm,62.3171,12.2844,2.5595,63.662,97.851,4
5043,K-1,Plover Fm,81.0597,12.8036,2.608,60.2548,94.0628,4
5043.5,K-1,Plover Fm,29.8693,9.6225,2.6086,60.9195,93.9496,4
5044,K-1,Plover Fm,33.8471,9.6554,2.5451,56.0452,85.5707,4
5044.5,K-1,Plover Fm,45.2191,11.448,2.5874,63.9507,105.2197,4
5045,K-1,Plover Fm,53.4829,11.7192,2.4876,57.3267,91.0766,4
5045.5,K-1,Plover Fm,63.1147,11.9218,2.499,61.4109,95.1788,4
5046,K-1,Plover Fm,38.0406,9.76,2.4634,62.268,94.5627,4
5046.5,K-1,Plover Fm,49.273,10.9948,2.4954,58.8282,90.8463,4
5047,K-1,Plover Fm,67.9266,10.2086,2.5352,51.706,83.2614,4
5047.5,K-1,Plover Fm,45.7966,11.3312,2.5244,70.6666,115.6679,4
5048,K-1,Plover Fm,26.9767,9.9062,2.3553,72.228,111.1635,4
5048.5,K-1,Plover Fm,57.764,11.7454,2.4057,62.2147,97.4743,4
5049,K-1,Plover Fm,63.1112,12.959,2.5699,62.3822,97.0988,4
5049.5,K-1,Plover Fm,54.1958,10.8486,2.5973,62.4619,99.7495,4
5050,K-1,Plover Fm,55.9698,10.3398,2.6299,60.7649,96.7248,4
5050.5,K-1,Plover Fm,31.53,10.4715,2.6448,57.9423,91.9605,4
5051,K-1,Plover Fm,35.6818,8.5036,2.5486,61.3531,97.5856,4
5051.5,K-1,Plover Fm,37.5532,10.6231,2.6215,62.6621,102.4655,4
5052,K-1,Plover Fm,72.6983,15.4189,2.6531,61.1786,98.5667,4
5052.5,K-1,Plover Fm,31.8449,10.8698,2.591,61.5258,98.1649,4
5053,K-1,Plover Fm,34.3451,10.3202,2.5517,62.4435,99.5963,4
5053.5,K-1,Plover Fm,31.8089,11.1682,2.5925,61.952,99.3185,4
5054,K-1,Plover Fm,43.9853,11.9272,2.6287,61.2768,99.4091,4
5054.5,K-1,Plover Fm,58.2911,12.5242,2.6538,60.3817,97.9161,4
5055,K-1,Plover Fm,75.5095,11.8197,2.6512,63.9587,106.858,5
5055.5,K-1,Plover Fm,94.0872,17.1474,2.6312,64.5371,108.4789,5
5056,K-1,Plover Fm,66.1382,19.4526,2.6068,62.6889,103.9149,5
5056.5,K-1,Plover Fm,76.671,15.8221,2.6245,65.3309,106.9684,5
5057,K-1,Plover Fm,69.8446,16.4731,2.6662,60.6323,100.6696,5
5057.5,K-1,Plover Fm,56.6641,15.5164,2.6907,57.4199,93.0349,5
5058,K-1,Plover Fm,40.0473,10.8448,2.6992,56.8635,89.9977,5
5058.5,K-1,Plover Fm,42.7228,10.193,2.6656,56.8792,87.9129,5
5059,K-1,Plover Fm,30.8175,10.0622,2.5416,63.8061,104.774,5
5059.5,K-1,Plover Fm,33.9424,10.3617,2.5473,64.4367,102.5219,5
5060,K-1,Plover Fm,29.3748,12.058,2.5467,64.5201,103.9483,5
5060.5,K-1,Plover Fm,33.3704,11.7944,2.5341,63.2979,104.9125,5
5061,K-1,Plover Fm,43.6935,11.4321,2.5733,61.8594,104.3791,5
5061.5,K-1,Plover Fm,53.4637,12.3752,2.6116,62.8836,106.085,5
5062,K-1,Plover Fm,111.8645,12.6364,2.6777,74.2367,140.2106,5
5062.5,K-1,Plover Fm,110.7988,17.1082,2.6432,74.4254,137.6246,5
5063,K-1,Plover Fm,113.7278,22.9472,2.653,76.7016,143.8673,5
5063.5,K-1,Plover Fm,94.2258,29.3094,2.6711,77.208,143.5549,5
5064,K-1,Plover Fm,84.4372,31.2183,2.6944,72.3157,128.3445,5
5064.5,K-1,Plover Fm,97.3038,27.3859,2.7099,72.187,125.9228,5
5065,K-1,Plover Fm,84.9197,23.6145,2.7498,63.6912,110.416,5
5065.5,K-1,Plover Fm,72.3168,22.3568,2.6924,63.277,110.5756,5
5066,K-1,Plover Fm,94.0872,18.8199,2.7016,67.1365,116.4497,5
5066.5,K-1,Plover Fm,89.5414,19.9046,2.687,68.2481,119.6906,5
5067,K-1,Plover Fm,83.4722,23.6815,2.6748,66.4611,115.5054,5
5067.5,K-1,Plover Fm,91.9087,22.7578,2.7346,67.8686,117.7276,5
5068,K-1,Plover Fm,81.1984,22.2949,2.7094,67.064,116.444,5
5068.5,K-1,Plover Fm,92.2306,20.5881,2.695,67.531,119.4627,5
5069,K-1,Plover Fm,89.2102,21.1071,2.6942,70.0075,126.9537,5
5069.5,K-1,Plover Fm,103.7371,20.6164,2.6919,68.7746,122.8547,5
5070,K-1,Plover Fm,93.6422,23.85,2.6915,68.5553,122.9358,5
5070.5,K-1,Plover Fm,67.4441,24.927,2.7094,69.5128,126.2032,5
5071,K-1,Plover Fm,76.7039,22.7461,2.7355,67.8886,120.3696,5
5071.5,K-1,Plover Fm,73.8222,22.6651,2.6864,68.5047,121.7487,5
5072,K-1,Plover Fm,88.1316,21.876,2.7055,70.5983,127.1934,5
5072.5,K-1,Plover Fm,110.1,21.8062,2.6964,69.6193,126.6792,5
5073,K-1,Plover Fm,90.311,24.9372,2.7041,70.5355,127.2522,5
5073.5,K-1,Plover Fm,96.5059,24.832,2.6947,72.6849,133.0793,5
5074,K-1,Plover Fm,100.4493,25.5569,2.6756,78.4741,144.3812,5
5074.5,K-1,Plover Fm,90.8809,26.2817,2.6565,76.8806,141.5733,5
5075,K-1,Plover Fm,86.1849,28.9782,2.6642,61.8373,104.6933,5
5075.5,K-1,Nome Fm,47.0363,22.6964,2.6727,56.4091,93.3963,5
5076,K-1,Nome Fm,47.5048,9.1805,2.6959,57.1891,95.2388,5
5076.5,K-1,Nome Fm,59.4693,7.8906,2.6873,58.3746,96.4769,5
5077,K-1,Nome Fm,42.0477,9.2082,2.6726,56.7978,94.8009,5
5077.5,K-1,Nome Fm,50.9388,9.8013,2.681,57.4543,96.432,5
5078,K-1,Nome Fm,61.0803,8.9084,2.6952,57.5816,96.5162,5
5078.5,K-1,Nome Fm,56.1508,9.4836,2.6763,59.2849,100.4195,5
5079,K-1,Nome Fm,61.2773,10.7638,2.6702,60.6417,102.8432,5
5079.5,K-1,Nome Fm,63.1267,13.0301,2.68,61.0816,104.0644,5
5080,K-1,Nome Fm,64.706,13.8571,2.6737,60.5848,100.6939,5
5080.5,K-1,Nome Fm,68.892,13.0415,2.6375,63.0833,108.177,5
5081,K-1,Nome Fm,65.4598,15.0291,2.6743,64.4395,109.4965,5
5081.5,K-1,Nome Fm,74.9876,17.1745,2.6912,66.0612,113.4487,5
5082,K-1,Nome Fm,68.3316,17.9363,2.6773,62.8713,106.9066,5
5082.5,K-1,Nome Fm,84.365,16.6956,2.6804,62.9884,107.1968,5
5083,K-1,Nome Fm,67.7607,12.8488,2.6561,59.1096,100.7749,5
5083.5,K-1,Nome Fm,85.5573,15.3679,2.6748,60.9354,103.8272,5
5084,K-1,Nome Fm,92.6532,11.1873,2.6915,67.7731,120.169,5
5084.5,K-1,Nome Fm,79.1975,13.725,2.6785,70.0375,125.585,5
5085,K-1,Nome Fm,70.6317,19.5934,2.6624,60.4953,100.8364,5
5085.5,K-1,Nome Fm,61.4317,18.4156,2.6728,56.9856,94.6294,5
5086,K-1,Nome Fm,90.1434,17.4072,2.6868,57.8596,95.1893,5
5086.5,K-1,Nome Fm,104.2239,24.3155,2.6681,63.1612,107.3937,5
5087,K-1,Nome Fm,85.5206,25.2973,2.6761,66.8599,116.0887,5
5087.5,K-1,Nome Fm,90.8918,24.1633,2.7324,66.4488,113.6572,5
5088,K-1,Nome Fm,80.4856,12.2524,2.7563,62.9884,108.5475,5
5088.5,K-1,Nome Fm,96.0958,21.9698,2.7043,70.3213,125.7659,5
5089,K-1,Nome Fm,79.7541,24.0485,2.6965,72.8125,132.4468,5
5089.5,K-1,Nome Fm,43.9891,21.5939,2.6681,67.6593,123.8536,5
5090,K-1,Nome Fm,50.9858,21.6752,2.7022,56.8849,105.2337,5
5090.5,K-1,Nome Fm,86.7232,28.9183,2.6672,63.8539,113.0666,5
5091,K-1,Nome Fm,86.9804,29.7882,2.7066,69.6499,124.7496,5
5091.5,K-1,Nome Fm,78.7466,30.2808,2.6931,69.6141,125.8156,5
5092,K-1,Nome Fm,84.3649,29.739,2.7199,69.883,131.4808,5
5092.5,K-1,Nome Fm,95.0048,30.2072,2.6942,74.511,138.8159,5
5093,K-1,Nome Fm,108.885,29.0017,2.686,74.4241,140.2418,5
5093.5,K-1,Nome Fm,109.4036,27.7961,2.6778,75.0329,142.3375,5
5094,K-1,Nome Fm,98.4594,23.7887,2.7039,75.9321,144.4783,5
5094.5,K-1,Nome Fm,105.7451,21.5784,2.6964,75.2117,142.4902,5
5095,K-1,Nome Fm,93.774,24.3652,2.6753,75.216,139.8697,5
5095.5,K-1,Nome Fm,70.0546,24.4496,2.6784,71.1176,129.2824,5
5096,K-1,Nome Fm,97.6553,22.5608,2.6557,67.9353,122.441,5
5096.5,K-1,Nome Fm,94.5054,23.4985,2.7073,71.128,127.1584,5
5097,K-1,Nome Fm,92.0203,23.7481,2.6733,70.3824,126.5479,5
5097.5,K-1,Nome Fm,86.6763,25.6639,2.7007,70.2959,126.2033,5
5098,K-1,Nome Fm,86.8434,25.4837,2.6775,70.945,126.1041,5
5098.5,K-1,Nome Fm,93.8402,23.9189,2.6692,71.4152,126.6553,5
5099,K-1,Nome Fm,89.5655,24.8508,2.6849,72.4918,129.1156,5
5099.5,K-1,Nome Fm,105.3866,25.5568,2.6679,73.2666,132.3401,5
5100,K-1,Nome Fm,92.0614,23.7056,2.6975,70.8849,128.2311,5
5100.5,K-1,Nome Fm,84.9428,20.2108,2.7039,72.17,128.9648,5
5101,K-1,Nome Fm,103.0822,22.315,2.7029,72.4374,130.4678,5
5101.5,K-1,Nome Fm,83.724,17.2575,2.6906,68.6508,123.4705,5
5102,K-1,Nome Fm,98.6835,10.6072,2.694,68.9372,123.4774,5
5102.5,K-1,Nome Fm,100.5445,13.4877,2.6704,69.7301,126.4667,5
5103,K-1,Nome Fm,59.6187,16.3681,2.6468,62.0727,110.29,5
5103.5,K-1,Nome Fm,47.9609,24.2121,2.6479,55.0101,97.9426,5
5104,K-1,Nome Fm,55.4728,24.3334,2.6812,68.6473,130.5904,5
5104.5,K-1,Nome Fm,88.6083,22.9298,2.7159,77.6089,139.0525,5
5105,K-1,Nome Fm,99.3889,9.696,2.7165,76.154,135.4414,5
5105.5,K-1,Nome Fm,76.4736,9.9532,2.6751,63.8501,111.3777,5
5106,K-1,Nome Fm,66.4293,14.4557,2.6647,57.6157,100.1245,5
5106.5,K-1,Nome Fm,89.7883,16.4489,2.6518,57.3928,96.7782,5
5107,K-1,Nome Fm,78.6881,22.0683,2.6555,60.403,101.1826,5
5107.5,K-1,Nome Fm,103.6879,22.6223,2.6985,64.5293,112.63,5
5108,K-1,Nome Fm,93.781,25.0712,2.6713,69.0475,123.3535,5
5108.5,K-1,Nome Fm,95.344,26.4396,2.6564,70.8043,128.6517,5
5109,K-1,Nome Fm,100.1791,27.7866,2.7118,68.8625,123.7534,5
5109.5,K-1,Nome Fm,101.1224,28.3189,2.6619,73.5141,136.6107,5
5110,K-1,Nome Fm,90.8988,30.6315,2.6526,75.4698,141.2477,5
5110.5,K-1,Nome Fm,110.343,27.628,2.6988,75.1369,140.3389,5
