Depth,Well,Formation,GR,RS,RD,NPHI,RHOB,DTCO,DTSM,Electrofacies
4732.5,P-2,Montara Fm,28.1667,18.4646,19.6305,18.3521,2.6634,80.2796,151.1316,4
4733,P-2,Plover Fm,19.5644,4.548,4.6299,45.6869,2.9165,76.8382,146.9666,4
4733.5,P-2,Plover Fm,24.8676,4.1465,4.1162,52.6359,2.897,74.1828,147.7987,4
4734,P-2,Plover Fm,20.3471,4.3718,4.2933,51.6196,2.848,72.27,140.7085,4
4734.5,P-2,Plover Fm,19.3644,4.104,4.0064,51.088,2.739,76.9088,149.7102,4
4735,P-2,Plover Fm,22.249,3.4311,3.2242,50.9046,2.6258,77.9433,149.1041,4
4735.5,P-2,Plover Fm,23.4286,2.9808,2.677,50.4163,2.704,72.6942,142.5961,4
4736,P-2,Plover Fm,24.3581,2.917,2.5974,49.3764,2.825,71.4472,142.4597,4
4736.5,P-2,Plover Fm,27.4735,2.6425,2.4257,47.6625,2.8499,84.2792,163.2479,4
4737,P-2,Plover Fm,33.5587,2.1363,2.0333,50.1358,2.8302,84.406,166.5671,4
4737.5,P-2,Plover Fm,38.5701,1.9655,1.9215,46.1859,2.7131,86.424,165.7663,4
4738,P-2,Plover Fm,40.2266,1.9152,1.9093,47.3324,2.7386,82.4779,155.981,4
4738.5,P-2,Plover Fm,42.7189,2.0234,2.0191,40.2629,2.7789,82.056,161.2046,4
4739,P-2,Plover Fm,40.599,2.6441,2.7522,35.0511,2.7011,78.7931,141.2022,4
4739.5,P-2,Plover Fm,20.863,6.8703,8.3227,27.6427,2.7433,56.8124,111.8444,4
4740,P-2,Plover Fm,11.6505,37.4782,37.8258,19.5358,2.7347,52.7721,104.1043,4
4740.5,P-2,Plover Fm,9.657,132.3353,40.9991,19.9933,2.7389,58.509,104.0134,4
4741,P-2,Plover Fm,21.549,103.1031,28.8917,22.8087,2.7727,57.1622,104.3146,4
4741.5,P-2,Plover Fm,17.5637,39.3373,15.8212,25.5066,2.7437,58.8808,106.2916,4
4742,P-2,Plover Fm,11.5461,34.0292,14.332,27.1026,2.7176,59.752,111.5301,4
4742.5,P-2,Plover Fm,21.9927,33.8296,14.8816,23.0874,2.666,60.3874,106.6728,4
4743,P-2,Plover Fm,11.9804,46.7737,22.9358,24.5841,2.709,60.3462,110.9144,4
4743.5,P-2,Plover Fm,10.2209,122.818,64.9848,20.8245,2.8137,60.3653,111.4738,4
4744,P-2,Plover Fm,11.2949,183.5402,97.3895,21.6023,2.763,60.4344,112.6079,4
4744.5,P-2,Plover Fm,14.3605,117.7915,91.3559,23.3753,2.6805,62.7559,119.3084,4
4745,P-2,Plover Fm,13.445,61.1146,54.8773,27.3763,2.6192,69.2527,126.028,4
4745.5,P-2,Plover Fm,14.1515,40.8003,39.1969,29.4748,2.6269,74.6695,131.1226,4
4746,P-2,Plover Fm,12.7393,42.7723,47.3218,29.8066,2.5685,76.7284,133.2773,4
4746.5,P-2,Plover Fm,11.5355,43.7951,81.4824,31.2094,2.6136,74.6413,133.8589,4
4747,P-2,Plover Fm,10.6448,40.072,90.7485,31.9317,2.599,71.3552,134.8727,4
4747.5,P-2,Plover Fm,10.1969,23.6561,26.0649,35.0713,2.6519,75.2494,147.7276,4
4748,P-2,Plover Fm,31.4755,5.6296,7.3472,46.5202,2.6095,86.4839,160.7942,4
4748.5,P-2,Plover Fm,50.7799,3.2576,4.14,54.8018,2.5549,85.321,156.9877,4
4749,P-2,Plover Fm,40.4831,2.9018,4.0777,56.9876,2.5787,84.4277,157.3328,4
4749.5,P-2,Plover Fm,21.1233,2.4873,3.6428,57.3896,2.6651,83.4885,157.1402,4
4750,P-2,Plover Fm,22.5469,1.5009,1.7277,56.1305,2.9635,84.5064,158.8251,4
4750.5,P-2,Plover Fm,21.5435,1.0721,1.1169,53.8526,2.7005,84.9116,165.4204,4
4751,P-2,Plover Fm,20.54,1.1061,1.0985,55.0607,2.6224,83.6968,162.6615,4
4751.5,P-2,Plover Fm,24.0983,1.0969,1.0539,56.4584,2.7177,87.5966,167.6477,4
4752,P-2,Plover Fm,26.4726,1.0332,1.0076,54.4912,2.7046,87.9667,168.0496,4
4752.5,P-2,Plover Fm,21.2402,0.9901,0.9855,54.191,2.7046,86.09,165.9017,4
4753,P-2,Plover Fm,22.8446,0.9915,0.9533,56.2225,2.708,87.1468,162.5981,4
4753.5,P-2,Plover Fm,17.726,1.1673,1.0274,54.57,2.6866,80.8387,156.569,4
4754,P-2,Plover Fm,21.0655,1.774,1.1322,51.6302,2.6969,80.233,156.4918,4
4754.5,P-2,Plover Fm,26.5492,1.5868,1.0381,53.5395,2.6126,88.8273,173.3891,4
4755,P-2,Plover Fm,28.7795,1.0512,0.929,54.4023,2.6452,85.878,166.879,4
4755.5,P-2,Plover Fm,32.6517,1.0066,0.9394,53.2842,2.5731,86.8253,169.0984,4
4756,P-2,Plover Fm,37.4894,0.761,0.799,55.8145,2.5981,88.2578,168.5678,4
4756.5,P-2,Plover Fm,41.2003,0.5946,0.7236,53.4518,2.3585,90.6645,176.2191,4
4757,P-2,Plover Fm,49.9544,0.604,0.8144,52.1703,2.1909,92.536,184.5354,4
4757.5,P-2,Plover Fm,47.9759,0.6405,0.8077,51.5435,2.2692,104.9039,192.0786,4
4758,P-2,Plover Fm,43.9388,0.6604,0.8042,50.9944,2.4127,98.7182,177.1153,4
4758.5,P-2,Plover Fm,34.5659,0.8008,0.94,51.6866,2.1166,100.4562,193.5188,4
4759,P-2,Plover Fm,17.5121,1.1098,1.1818,49.4395,2.308,82.968,157.4877,4
4759.5,P-2,Plover Fm,9.1762,2.2052,2.113,41.9884,2.637,63.2221,120.2126,4
4760,P-2,Plover Fm,11.3697,7.5093,6.5717,32.0423,2.6636,66.4818,119.399,4
4760.5,P-2,Plover Fm,10.611,18.1551,16.2212,29.234,2.6682,61.3163,110.3784,4
4761,P-2,Plover Fm,9.1762,36.8223,35.6935,26.3798,2.6883,54.5434,87.5109,4
4761.5,P-2,Plover Fm,8.4603,84.9264,93.5274,24.0023,2.6014,55.4353,93.4559,4
4762,P-2,Plover Fm,7.7344,124.6839,200.6757,24.4184,2.6644,52.7714,96.5502,4
4762.5,P-2,Plover Fm,7.8168,121.0907,205.3492,24.3851,2.6843,55.2472,103.9859,4
4763,P-2,Plover Fm,6.6166,86.3936,96.869,23.7887,2.6316,58.4967,95.924,4
4763.5,P-2,Plover Fm,7.2373,51.8783,62.9638,24.5927,2.5126,56.4718,103.1222,4
4764,P-2,Plover Fm,6.7325,106.8591,81.5545,22.2995,2.7302,53.1977,97.566,4
4764.5,P-2,Plover Fm,9.0955,315.2945,118.4965,23.9077,2.7447,55.4513,104.0418,4
4765,P-2,Plover Fm,7.8432,669.3674,118.7922,24.3286,2.5077,56.5459,117.9498,4
4765.5,P-2,Plover Fm,7.0573,1392.3778,108.9314,24.6648,2.5887,58.8708,120.0706,4
4766,P-2,Plover Fm,5.3771,865.2556,99.0966,24.3845,2.5635,58.7067,120.8598,4
4766.5,P-2,Plover Fm,5.5473,266.1904,82.533,24.2452,2.7173,58.6677,119.0042,4
4767,P-2,Plover Fm,8.5332,84.0302,33.9934,25.6058,2.6741,61.3327,114.8095,4
4767.5,P-2,Plover Fm,15.0201,23.3782,10.305,34.8188,2.625,68.6357,121.8879,4
4768,P-2,Plover Fm,26.4266,8.4956,5.2432,43.0558,2.4108,82.4244,155.9407,4
4768.5,P-2,Plover Fm,60.3058,4.6361,3.7225,49.6207,2.3822,93.0559,176.3138,4
4769,P-2,Plover Fm,106.442,4.598,4.1384,48.7592,2.449,89.8159,169.5853,4
4769.5,P-2,Plover Fm,105.4929,4.9388,4.5604,35.0155,2.5752,79.2788,147.0191,4
4770,P-2,Plover Fm,104.5058,5.0404,4.6896,33.3154,2.4466,83.6847,153.806,4
4770.5,P-2,Plover Fm,76.6833,5.6971,5.159,34.7357,2.5031,79.3858,152.976,4
4771,P-2,Plover Fm,46.5494,3.6632,3.3511,41.9653,2.4851,83.975,158.3028,4
4771.5,P-2,Plover Fm,40.637,2.7698,2.5936,55.6447,2.5917,81.9888,157.0092,4
4772,P-2,Plover Fm,43.0222,2.9579,2.7716,57.6036,2.57,82.6034,154.3446,4
4772.5,P-2,Plover Fm,50.083,3.2505,3.1147,55.5656,2.6071,77.431,131.3677,4
4773,P-2,Plover Fm,43.598,3.4979,3.9322,50.4489,2.3841,74.5423,148.1817,4
4773.5,P-2,Plover Fm,41.6959,3.3307,6.641,38.8852,2.502,76.7223,148.343,4
4774,P-2,Plover Fm,43.0065,3.1976,7.3725,40.6609,2.5756,77.7206,147.7478,4
4774.5,P-2,Plover Fm,62.9344,3.3274,4.3116,50.2651,2.5308,81.1066,145.2881,4
4775,P-2,Plover Fm,61.4885,3.2012,3.638,45.295,2.5386,84.5186,154.5792,4
4775.5,P-2,Plover Fm,39.3056,2.8635,2.8437,47.2925,2.3944,87.9838,166.5943,4
4776,P-2,Plover Fm,39.4947,3.0719,2.7089,53.9089,2.4708,82.9134,157.9899,4
4776.5,P-2,Plover Fm,26.9886,3.8524,3.1302,54.9193,2.5273,73.4408,132.1283,4
4777,P-2,Plover Fm,13.6364,4.6298,4.3473,51.0955,2.6772,60.9714,113.4843,4
4777.5,P-2,Plover Fm,14.4724,16.4626,11.7478,44.3252,2.7064,58.3469,111.948,4
4778,P-2,Plover Fm,15.9086,55.2818,29.5482,33.6524,2.6654,59.1459,102.6802,4
4778.5,P-2,Plover Fm,16.801,122.9229,47.0891,32.9512,2.6606,56.3724,96.3252,4
4779,P-2,Plover Fm,19.4317,323.8534,94.0294,32.8755,2.7246,52.314,104.214,4
4779.5,P-2,Plover Fm,16.7936,699.2076,177.9326,29.7039,2.7394,53.4215,94.6044,4
4780,P-2,Plover Fm,18.0592,1672.3727,215.5077,25.4364,2.732,52.5871,92.8934,4
4780.5,P-2,Plover Fm,17.2831,1950,122.274,24.6774,2.5498,54.6888,96.4182,4
4781,P-2,Plover Fm,17.3078,1950,133.3097,24.7242,2.7744,52.3359,93.0936,4
4781.5,P-2,Plover Fm,19.7248,1950,132.6998,24.2754,2.7334,49.9805,92.4217,4
4782,P-2,Plover Fm,19.0226,1950,108.4798,24.0003,2.759,52.365,94.6336,4
4782.5,P-2,Plover Fm,18.5477,1950,83.1674,24.7983,2.7371,56.1051,103.7973,4
4783,P-2,Plover Fm,18.2118,1950,149.8207,26.0859,2.6318,47.5847,96.2394,4
4783.5,P-2,Plover Fm,18.4724,1950,340.7689,25.7677,2.5546,50.6985,89.9353,4
4784,P-2,Plover Fm,16.8203,1950,708.6057,26.1641,2.5599,51.4422,88.1761,4
4784.5,P-2,Plover Fm,18.516,1950,589.3224,25.8398,2.4535,47.9044,84.2028,4
4785,P-2,Plover Fm,17.977,1950,535.7803,24.0582,2.0944,46.4836,90.2763,4
4785.5,P-2,Plover Fm,19.5479,1950,796.3026,23.963,1.8901,52.1982,90.6258,4
4786,P-2,Plover Fm,17.6705,1942.4041,820.6702,26.1327,1.9904,42.793,85.0118,4
4786.5,P-2,Plover Fm,15.998,1853.4412,1050.8121,26.7447,2.1709,49.0709,95.4408,4
4787,P-2,Plover Fm,17.9455,1950,1552.8804,28.081,1.6518,61.5748,86.862,4
4787.5,P-2,Plover Fm,16.9884,1950,1296.9369,27.0659,1.9638,54.8561,77.0152,4
4788,P-2,Plover Fm,16.3404,1950,418.6026,27.7629,2.453,56.4898,112.7471,4
4788.5,P-2,Plover Fm,17.1076,1950,327.1563,28.2149,2.325,54.4014,90.2913,4
4789,P-2,Plover Fm,19.2795,1950,288.7236,26.5208,2.646,52.9993,114.1666,4
4789.5,P-2,Plover Fm,18.4724,1631.434,178.1842,25.706,1.9443,66.7618,112.4892,4
4790,P-2,Plover Fm,19.0748,539.6514,96.6434,24.1214,1.9266,55.1958,86.6616,4
4790.5,P-2,Plover Fm,15.5859,91.2049,32.8094,23.7282,2.5081,61.0057,126.2705,4
4791,P-2,Plover Fm,17.173,31.2386,20.4995,22.8993,2.7234,71.9697,135.0819,4
4791.5,P-2,Plover Fm,26.986,9.2476,5.5408,28.2272,2.6461,74.9128,139.8058,4
4792,P-2,Plover Fm,46.9859,6.562,3.9821,33.6558,2.6638,80.2561,153.9946,4
4792.5,P-2,Plover Fm,23.394,5.3901,3.4535,39.9711,2.5906,69.9867,133.3406,4
4793,P-2,Plover Fm,22.9607,13.1649,5.7388,36.0011,2.6208,66.0102,123.1719,4
4793.5,P-2,Plover Fm,22.5274,44.8809,16.6481,29.927,2.6682,68.4781,120.4269,4
4794,P-2,Plover Fm,22.8012,96.6254,20.6191,26.4338,2.6869,66.9499,123.4147,4
4794.5,P-2,Plover Fm,22.5328,108.8162,17.4338,27.7834,2.7167,63.3236,111.8141,4
4795,P-2,Plover Fm,22.3439,186.5868,22.2497,29.0941,2.7466,65.2832,113.1412,4
4795.5,P-2,Plover Fm,20.6279,145.9576,24.5198,28.1824,2.5901,61.4467,130.767,4
4796,P-2,Plover Fm,23.7811,67.6654,18.803,27.3669,2.7082,61.3362,112.4991,4
4796.5,P-2,Plover Fm,24.7584,36.6572,14.8668,27.9607,2.7016,65.8894,113.6038,4
4797,P-2,Plover Fm,45.0985,30.2545,17.5669,27.5925,2.6563,78.222,133.1567,4
4797.5,P-2,Plover Fm,99.2082,18.6808,18.1,27.3146,2.5179,73.5171,127.975,4
4798,P-2,Plover Fm,46.8431,6.7404,6.5691,30.6829,2.5556,68.6367,148.6426,4
4798.5,P-2,Plover Fm,29.7686,9.5125,8.2052,31.9834,2.5851,68.4061,126.3733,4
4799,P-2,Plover Fm,30.4084,28.0309,16.5076,28.4492,2.3253,67.2886,132.6701,4
4799.5,P-2,Plover Fm,19.6664,119.8121,25.493,27.448,2.6706,62.9124,131.8175,4
4800,P-2,Plover Fm,20.2626,592.4515,27.601,28.2631,2.7033,61.0838,119.733,4
4800.5,P-2,Plover Fm,19.7901,538.3569,36.2989,26.1375,2.707,64.4207,122.7682,4
4801,P-2,Plover Fm,19.7658,159.117,25.8496,27.1936,2.705,64.6385,122.277,4
4801.5,P-2,Plover Fm,20.6108,44.9483,12.6242,27.3105,2.7023,64.3391,123.6627,4
4802,P-2,Plover Fm,23.9421,29.2343,20.3359,28.0659,2.7028,60.3095,118.6919,4
4802.5,P-2,Plover Fm,23.3684,18.0205,19.4625,28.151,2.7864,61.2927,120.8221,4
4803,P-2,Plover Fm,24.4746,33.2293,23.5589,25.2322,2.7641,60.7656,118.857,4
4803.5,P-2,Plover Fm,22.285,74.0098,26.0367,22.8659,2.7976,60.7064,118.9251,4
4804,P-2,Plover Fm,23.7532,181.1701,25.5344,22.5536,2.7991,60.6996,115.0729,4
4804.5,P-2,Plover Fm,23.5959,168.2613,27.9027,22.4841,2.7889,60.6676,123.2406,4
4805,P-2,Plover Fm,20.9742,206.2768,25.1342,25.1278,2.7351,62.3269,120.0602,4
4805.5,P-2,Plover Fm,20.7424,539.4915,18.7617,26.9042,2.7198,62.8789,121.724,4
4806,P-2,Plover Fm,26.6932,194.3051,17.3177,26.4598,2.692,59.9945,105.5054,4
4806.5,P-2,Plover Fm,109.0786,45.5755,17.1141,23.8636,2.577,80.1617,140.9272,4
4807,P-2,Plover Fm,104.1903,7.5661,4.636,24.9091,2.1408,94.8821,193.6589,4
4807.5,P-2,Plover Fm,54.4977,3.6102,2.7031,39.9942,2.09,74.7257,135.5086,4
4808,P-2,Plover Fm,32.0754,4.6348,3.0719,46.4623,2.6714,66.5201,127.1652,4
4808.5,P-2,Plover Fm,20.7373,9.9146,5.3651,39.3885,2.7084,68.4881,130.7778,4
4809,P-2,Plover Fm,18.7166,13.553,7.2566,35.6427,2.7169,67.6686,125.3605,4
4809.5,P-2,Plover Fm,18.4546,14.6982,8.3182,36.2137,2.7117,67.6506,128.2106,4
4810,P-2,Plover Fm,16.698,20.5303,11.5369,32.484,2.7083,63.1649,122.6717,4
4810.5,P-2,Plover Fm,17.1974,28.2245,12.195,32.481,2.7294,65.5042,124.7862,4
4811,P-2,Plover Fm,17.6968,28.8316,12.3184,32.9039,2.6666,68.404,126.5731,4
4811.5,P-2,Plover Fm,16.8694,15.5613,10.872,32.1452,2.7064,64.9868,123.4392,4
4812,P-2,Plover Fm,17.3043,9.5669,10.0538,32.2678,2.7399,58.5323,113.8376,4
4812.5,P-2,Plover Fm,22.3908,10.6412,11.3266,29.0872,2.7702,54.6974,106.5587,4
4813,P-2,Plover Fm,23.4375,18.7783,20.2903,28.2455,2.803,56.8795,106.1869,4
4813.5,P-2,Plover Fm,19.16,31.1135,27.6265,26.1202,2.7885,60.35,112.2546,4
4814,P-2,Plover Fm,18.1543,15.7112,18.7014,27.1159,2.7668,63.1237,119.9216,4
4814.5,P-2,Plover Fm,19.6633,10.149,12.5515,27.1335,2.7194,62.37,122.8438,4
4815,P-2,Plover Fm,23.425,12.2545,16.5568,28.6006,2.6627,70.5028,125.5926,4
4815.5,P-2,Plover Fm,66.8909,13.9314,11.9539,31.5261,2.4874,85.8859,169.4283,4
4816,P-2,Plover Fm,45.6033,6.8429,5.1839,29.6429,2.5059,91.702,176.0165,4
4816.5,P-2,Plover Fm,36.6717,3.8202,3.2106,34.4809,2.4839,83.5742,165.3963,4
4817,P-2,Plover Fm,28.7473,4.6461,3.7748,43.2532,2.4262,76.4199,141.466,4
4817.5,P-2,Plover Fm,35.0915,8.3937,5.6402,35.4198,2.4888,58.6272,133.9726,4
4818,P-2,Plover Fm,68.7238,10.5737,8.402,33.1337,2.4825,80.5787,173.7526,4
4818.5,P-2,Plover Fm,53.8334,5.8225,7.1105,33.6205,2.5778,69.8758,159.2766,4
4819,P-2,Plover Fm,83.6479,4.2542,3.2504,43.9753,2.5381,86.6202,158.7898,4
4819.5,P-2,Plover Fm,88.5842,2.6347,2.2583,38.0999,2.686,85.1446,161.0726,4
4820,P-2,Plover Fm,88.6738,1.6634,1.982,39.6357,2.6938,89.6097,164.8274,4
4820.5,P-2,Plover Fm,75.3339,1.5245,1.5406,40.3542,2.7094,81.44,160.4932,4
4821,P-2,Plover Fm,54.0186,1.5923,1.294,37.6851,2.682,70.8053,141.2306,4
4821.5,P-2,Plover Fm,87.0978,1.9817,1.3284,31.6367,2.6864,90.7821,161.9557,4
4822,P-2,Plover Fm,38.0588,1.9054,1.2221,29.1582,2.6852,80.3037,147.6901,4
4822.5,P-2,Plover Fm,30.3443,2.3348,1.1751,38.2291,2.6563,71.5275,134.2625,4
4823,P-2,Plover Fm,89.9122,4.6503,1.624,34.8806,2.5644,82.3902,145.6087,4
4823.5,P-2,Plover Fm,86.4333,5.6279,2.3471,34.1294,2.5364,72.5418,133.6794,4
4824,P-2,Plover Fm,148.1209,5.6446,3.4296,30.7753,2.6141,84.6923,166.5028,4
4824.5,P-2,Plover Fm,110.4691,4.2712,3.636,25.5452,2.6182,95.0986,183.706,4
4825,P-2,Plover Fm,67.5814,2.9035,2.7192,30.9061,2.5721,66.4936,118.622,4
4825.5,P-2,Plover Fm,88.5293,4.4784,3.9509,34.1646,2.5142,69.1767,118.012,4
4826,P-2,Plover Fm,82.0465,12.5945,11.7722,18.4553,2.5362,70.9777,127.571,4
4826.5,P-2,Plover Fm,109.1595,8.5168,9.2471,20.6922,2.5876,78.4993,141.4688,4
4827,P-2,Plover Fm,102.7029,6.1451,6.2422,26.2288,2.6127,80.354,148.7411,4
4827.5,P-2,Plover Fm,105.2298,4.0968,4.0813,29.7387,2.5682,83.6941,152.7472,4
4828,P-2,Plover Fm,88.2608,3.588,3.5722,26.4492,2.609,79.5014,141.7092,4
4828.5,P-2,Plover Fm,106.1145,3.8031,3.7876,31.6684,2.6381,84.4086,153.9501,4
4829,P-2,Plover Fm,96.1008,4.2781,4.2663,36.6863,2.6339,81.7219,147.6849,4
4829.5,P-2,Plover Fm,104.5446,4.2105,4.1449,36.415,2.6174,76.8117,129.3221,4
4830,P-2,Plover Fm,40.0423,4.9186,4.4925,33.6416,2.6044,72.3998,113.2178,4
4830.5,P-2,Plover Fm,42.0633,8.2918,5.6241,22.2396,2.5655,78.0274,125.9062,4
4831,P-2,Plover Fm,83.931,8.2925,5.3157,14.475,2.4587,72.4271,117.8773,4
4831.5,P-2,Plover Fm,74.1074,10.4274,6.0036,24.567,2.3945,73.5542,125.9807,4
4832,P-2,Plover Fm,113.0527,12.5234,6.417,22.1535,2.4135,89.4965,163.6043,4
4832.5,P-2,Plover Fm,114.7958,4.9307,4.0081,19.1754,2.5973,79.4763,158.1573,4
4833,P-2,Plover Fm,80.189,3.3719,2.9177,34.4223,2.5712,83.145,152.7138,4
4833.5,P-2,Plover Fm,24.0149,3.6294,2.9097,38.0952,2.6558,73.6475,133.3643,4
4834,P-2,Plover Fm,17.7229,5.0331,3.85,38.7657,2.5504,72.5154,132.682,4
4834.5,P-2,Plover Fm,20.8706,6.9744,5.3342,35.0847,2.6183,68.4858,129.1664,4
4835,P-2,Plover Fm,16.2488,15.0853,9.3472,32.513,2.6119,68.2751,131.7548,4
4835.5,P-2,Plover Fm,14.8542,13.677,8.2058,31.0902,2.6406,71.6792,129.3009,4
4836,P-2,Plover Fm,16.6084,10.1348,7.494,32.4577,2.6587,69.1112,132.6912,4
4836.5,P-2,Plover Fm,15.6258,8.5324,7.2648,35.9761,2.6157,71.2835,135.4458,4
4837,P-2,Plover Fm,16.8665,8.0542,7.2003,33.9912,2.6382,70.7962,134.1516,4
4837.5,P-2,Plover Fm,17.7815,7.847,7.2527,32.9106,2.6359,68.3102,130.7561,4
4838,P-2,Plover Fm,16.9152,9.4056,10.4998,32.4374,2.5986,69.7235,134.9031,4
4838.5,P-2,Plover Fm,32.535,6.265,8.7601,36.5513,2.5834,77.1381,143.1723,4
4839,P-2,Plover Fm,28.4953,4.3661,5.5157,41.3353,2.6054,75.1532,141.557,4
4839.5,P-2,Plover Fm,40.3778,3.5962,3.9492,43.4847,2.6059,76.7178,141.3165,4
4840,P-2,Plover Fm,25.1604,3.615,3.5973,41.5025,2.6119,72.7022,136.8708,4
4840.5,P-2,Plover Fm,27.2921,4.2181,3.6526,41.4984,2.6456,71.3023,134.7653,4
4841,P-2,Plover Fm,27.6509,5.2688,4.3576,36.492,2.6691,71.2595,134.804,4
4841.5,P-2,Plover Fm,28.522,6.3615,5.723,35.7069,2.6314,71.0554,132.1654,4
4842,P-2,Plover Fm,26.4699,7.7873,6.9483,33.6918,2.5667,70.2105,129.8798,4
4842.5,P-2,Plover Fm,27.4033,6.8436,6.272,31.1841,2.6368,70.7894,132.251,4
4843,P-2,Plover Fm,21.4982,4.5275,6.3516,33.2174,2.649,70.3405,128.8599,4
4843.5,P-2,Plover Fm,26.754,6.2894,7.6689,32.8189,2.6738,74.5304,130.2834,4
4844,P-2,Plover Fm,39.4761,6.1664,5.8312,29.5846,2.6554,70.7874,133.4672,4
4844.5,P-2,Plover Fm,67.599,5.2442,4.0722,31.1194,2.6349,65.1364,141.5355,4
4845,P-2,Plover Fm,85.4865,3.5395,2.522,34.1257,2.6314,78.4742,155.8161,4
4845.5,P-2,Plover Fm,93.2489,2.3613,1.764,33.8207,2.6286,89.7665,174.586,4
4846,P-2,Plover Fm,89.9154,1.6348,1.417,40.9116,2.4335,75.4782,155.6588,4
4846.5,P-2,Plover Fm,79.624,1.5031,1.378,44.4598,2.5914,69.2081,131.5456,4
4847,P-2,Plover Fm,60.1011,1.6247,1.4234,41.5107,2.7018,67.2092,125.6773,4
4847.5,P-2,Plover Fm,20.571,2.1957,1.7533,35.842,2.6946,67.3862,125.2341,4
4848,P-2,Plover Fm,22.2789,3.5741,2.4872,28.1011,2.698,67.2422,126.0532,4
4848.5,P-2,Plover Fm,23.9867,6.906,3.5809,23.2915,2.6031,66.6099,125.9222,4
4849,P-2,Plover Fm,20.5395,9.7066,4.6482,24.5192,2.6092,66.5343,124.7191,4
4849.5,P-2,Plover Fm,21.0082,14.8688,6.432,28.7475,2.6246,66.3878,124.8231,4
4850,P-2,Plover Fm,22.4785,22.8925,7.873,28.3702,2.5266,65.1302,121.7055,4
4850.5,P-2,Plover Fm,21.9201,14.8407,8.5452,28.1172,2.565,64.7186,112.0991,4
4851,P-2,Plover Fm,23.5758,8.8496,8.2252,27.5874,2.6209,65.3487,130.2083,4
4851.5,P-2,Plover Fm,24.3566,9.4274,8.78,28.2959,2.8132,59.29,113.2126,4
4852,P-2,Plover Fm,22.5509,11.4232,10.0549,26.9949,2.7355,63.044,113.995,4
4852.5,P-2,Plover Fm,21.244,12.3465,9.4616,25.9219,2.6909,59.4748,112.3476,4
4853,P-2,Plover Fm,22.6999,15.5013,10.3876,26.6399,2.6669,60.8965,119.8751,4
4853.5,P-2,Plover Fm,22.1397,14.5003,10.5942,26.9721,2.6814,61.7068,115.2334,4
4854,P-2,Plover Fm,21.6345,13.5812,9.4664,27.0692,2.6089,63.4235,121.2633,4
4854.5,P-2,Plover Fm,22.6665,12.285,9.0204,27.6733,2.7114,66.9811,134.1752,4
4855,P-2,Plover Fm,57.1208,3.9942,7.6288,30.1882,2.694,92.3684,168.1438,4
4855.5,P-2,Plover Fm,68.679,1.6326,2.7294,44.5987,2.5558,98.0851,186.9277,4
4856,P-2,Plover Fm,69.1046,1.2444,1.4393,47.1457,2.5712,100.3162,189.6643,4
4856.5,P-2,Plover Fm,64.9556,1.0419,1.0947,47.3067,2.6536,95.4489,183.886,4
4857,P-2,Plover Fm,52.2142,0.996,1.0252,46.2698,2.65,93.9695,177.8528,4
4857.5,P-2,Plover Fm,53.3475,1.1028,1.1121,48.1502,2.6409,93.5792,176.725,4
4858,P-2,Plover Fm,47.4972,1.2964,1.2204,48.0729,2.5219,89.4539,157.3656,4
4858.5,P-2,Plover Fm,45.8393,2.0232,1.7086,38.7647,2.4329,76.5972,140.2563,4
4859,P-2,Plover Fm,47.0459,3.3091,2.4513,39.9404,2.6691,61.3277,163.637,4
4859.5,P-2,Plover Fm,82.5977,2.6531,2.074,48.7197,1.6513,76.127,234.8665,4
4860,P-2,Plover Fm,74.0368,1.5074,1.5279,44.187,2.1147,104.5228,234.8639,4
4860.5,P-2,Plover Fm,78.466,1.1471,1.0877,45.8814,2.3273,94.8025,167.6889,4
4861,P-2,Plover Fm,86.3227,0.9483,0.9275,45.4272,1.9349,97.4919,184.283,4
4861.5,P-2,Plover Fm,87.0896,1.0324,1.0645,42.7575,1.8883,98.2896,194.4637,4
4862,P-2,Plover Fm,82.0344,1.1443,1.1778,46.2297,1.8985,94.5042,196.784,4
4862.5,P-2,Plover Fm,82.074,1.1424,1.1287,46.309,1.7914,106.475,214.4157,4
4863,P-2,Plover Fm,80.8275,1.1325,1.0951,46.3416,2.0283,110.3189,220.0145,4
4863.5,P-2,Plover Fm,80.6224,1.13,1.1017,43.8306,2.3735,100.462,191.1931,4
4864,P-2,Plover Fm,72.7137,1.092,1.0868,42.1443,2.5978,91.3617,178.913,4
4864.5,P-2,Plover Fm,75.8325,1.0292,1.0436,41.0619,2.7002,101.2758,203.1701,4
4865,P-2,Plover Fm,82.7005,1.0226,1.0373,42.4673,2.2511,101.2236,200.4072,4
4865.5,P-2,Plover Fm,83.3134,1.0575,1.0507,48.5959,2.6634,96.3354,192.6363,4
4866,P-2,Plover Fm,80.1697,1.046,1.042,44.6262,2.668,93.5377,191.9797,4
4866.5,P-2,Plover Fm,86.5828,1.0206,1.0365,43.7396,2.6221,96.6295,195.2476,4
4867,P-2,Plover Fm,90.717,1.0083,1.0308,45.5687,2.5647,92.4316,175.762,4
4867.5,P-2,Plover Fm,91.6467,0.9804,1.0054,45.8765,2.0496,79.9109,175.9924,4
4868,P-2,Plover Fm,90.266,0.9462,0.9457,46.9556,1.544,122.791,166.3767,4
4868.5,P-2,Plover Fm,94.4105,1.0043,0.9345,47.9196,1.5254,179.5614,220.3101,4
